UKPRN,HE provider,Country of HE provider,Academic Year,Region of HE provider,Net cash inflow from operating activities as a % of total income,Surplus/(deficit) as a % of total income,Net cash inflow from operating activities as a % of total income - Outlier,Surplus/(deficit) as a % of total income - Outlier,Outlying value
10004538,Nazarene Theological College,England,2020/21,North West,0.221,0.115,False,False,False
10004538,Nazarene Theological College,England,2021/22,North West,0.087,0.038,False,False,False
10004538,Nazarene Theological College,England,2022/23,North West,0.011,0.023,False,False,False
10004538,Nazarene Theological College,England,2023/24,North West,-0.02,0.009000000000000001,False,False,False
10004740,Northern College of Acupuncture,England,2018/19,Yorkshire and The Humber,-0.011,-0.079,False,False,False
10004740,Northern College of Acupuncture,England,2019/20,Yorkshire and The Humber,0.057,0.078,False,False,False
10004740,Northern College of Acupuncture,England,2020/21,Yorkshire and The Humber,0.077,0.005,False,False,False
10004740,Northern College of Acupuncture,England,2021/22,Yorkshire and The Humber,-0.014,-0.05,False,False,False
10004740,Northern College of Acupuncture,England,2022/23,Yorkshire and The Humber,0.005,0.01,False,False,False
10004740,Northern College of Acupuncture,England,2023/24,Yorkshire and The Humber,-0.112,-0.103,False,False,False
10004747,St Hild College,England,2024/25,Yorkshire and The Humber,0.011,0.052000000000000005,False,False,False
10004775,Norwich University of the Arts,England,2015/16,East of England,0.252,0.24,False,False,False
10004775,Norwich University of the Arts,England,2016/17,East of England,0.292,0.262,True,True,True
10004775,Norwich University of the Arts,England,2017/18,East of England,0.244,0.171,False,False,False
10004775,Norwich University of the Arts,England,2018/19,East of England,0.266,0.198,True,False,True
10004775,Norwich University of the Arts,England,2019/20,East of England,0.229,0.145,False,False,False
10004775,Norwich University of the Arts,England,2020/21,East of England,0.353,0.205,True,False,True
10004775,Norwich University of the Arts,England,2021/22,East of England,0.289,0.177,True,False,True
10004775,Norwich University of the Arts,England,2022/23,East of England,0.233,0.168,False,False,False
10004775,Norwich University of the Arts,England,2023/24,East of England,0.117,0.13,False,False,False
10004797,The Nottingham Trent University,England,2015/16,East Midlands,0.196,0.062,False,False,False
10004797,The Nottingham Trent University,England,2016/17,East Midlands,0.125,0.028,False,False,False
10004797,The Nottingham Trent University,England,2017/18,East Midlands,0.149,-0.002,False,False,False
10004797,The Nottingham Trent University,England,2018/19,East Midlands,0.141,-0.013,False,False,False
10004797,The Nottingham Trent University,England,2019/20,East Midlands,0.141,0.02,False,False,False
10004797,The Nottingham Trent University,England,2020/21,East Midlands,0.241,0.053,False,False,False
10004797,The Nottingham Trent University,England,2021/22,East Midlands,0.193,0.021,False,False,False
10004797,The Nottingham Trent University,England,2022/23,East Midlands,0.11,0.054000000000000006,False,False,False
10004797,The Nottingham Trent University,England,2023/24,East Midlands,0.08199999999999999,0.021,False,False,False
10004930,Oxford Brookes University,England,2015/16,South East,0.175,0.069,False,False,False
10004930,Oxford Brookes University,England,2016/17,South East,0.165,0.03,False,False,False
10004930,Oxford Brookes University,England,2017/18,South East,0.13699999999999998,-0.057,False,False,False
10004930,Oxford Brookes University,England,2018/19,South East,0.109,-0.018000000000000002,False,False,False
10004930,Oxford Brookes University,England,2019/20,South East,0.142,-0.047,False,False,False
10004930,Oxford Brookes University,England,2020/21,South East,0.197,-0.017,False,False,False
10004930,Oxford Brookes University,England,2021/22,South East,0.141,-0.073,False,False,False
10004930,Oxford Brookes University,England,2022/23,South East,0.102,0.0,False,False,False
10004930,Oxford Brookes University,England,2023/24,South East,0.057,0.059,False,False,False
10005127,Arts University Plymouth,England,2015/16,South West,0.18600000000000005,0.066,False,False,False
10005127,Arts University Plymouth,England,2016/17,South West,0.126,0.003,False,False,False
10005127,Arts University Plymouth,England,2017/18,South West,0.086,-0.027000000000000003,False,False,False
10005127,Arts University Plymouth,England,2018/19,South West,0.08800000000000001,-0.085,False,False,False
10005127,Arts University Plymouth,England,2019/20,South West,0.1,-0.047,False,False,False
10005127,Arts University Plymouth,England,2020/21,South West,0.054000000000000006,-0.127,False,False,False
10005127,Arts University Plymouth,England,2021/22,South West,-0.003,-0.209,False,False,False
10005127,Arts University Plymouth,England,2022/23,South West,0.043,-0.032,False,False,False
10005127,Arts University Plymouth,England,2023/24,South West,-0.047,-0.077,False,False,False
10005337,"Queen Margaret University, Edinburgh",Scotland,2015/16,Scotland,0.09,-0.05,False,False,False
10005337,"Queen Margaret University, Edinburgh",Scotland,2016/17,Scotland,0.116,-0.02,False,False,False
10005337,"Queen Margaret University, Edinburgh",Scotland,2017/18,Scotland,0.096,-0.145,False,False,False
10005337,"Queen Margaret University, Edinburgh",Scotland,2018/19,Scotland,0.093,-0.153,False,False,False
10005337,"Queen Margaret University, Edinburgh",Scotland,2019/20,Scotland,0.106,-0.012,False,False,False
10005337,"Queen Margaret University, Edinburgh",Scotland,2020/21,Scotland,0.21600000000000005,-0.042,False,False,False
10005337,"Queen Margaret University, Edinburgh",Scotland,2021/22,Scotland,0.16399999999999998,-0.008,False,False,False
10005337,"Queen Margaret University, Edinburgh",Scotland,2022/23,Scotland,0.08800000000000001,0.003,False,False,False
10005337,"Queen Margaret University, Edinburgh",Scotland,2023/24,Scotland,0.093,0.058,False,False,False
10005343,Queen's University Belfast,Northern Ireland,2015/16,Northern Ireland,0.079,0.002,False,False,False
10005343,Queen's University Belfast,Northern Ireland,2016/17,Northern Ireland,0.067,0.036000000000000004,False,False,False
10005343,Queen's University Belfast,Northern Ireland,2017/18,Northern Ireland,0.062,0.056,False,False,False
10005343,Queen's University Belfast,Northern Ireland,2018/19,Northern Ireland,0.017,-0.172,False,False,False
10005343,Queen's University Belfast,Northern Ireland,2019/20,Northern Ireland,0.046,0.145,False,False,False
10005343,Queen's University Belfast,Northern Ireland,2020/21,Northern Ireland,0.14400000000000002,0.062,False,False,False
10005343,Queen's University Belfast,Northern Ireland,2021/22,Northern Ireland,0.085,-0.182,False,False,False
10005343,Queen's University Belfast,Northern Ireland,2022/23,Northern Ireland,-0.027000000000000003,0.041,False,False,False
10005343,Queen's University Belfast,Northern Ireland,2023/24,Northern Ireland,-0.056,0.268,False,True,True
10005378,Rambert School,England,2021/22,London,0.17800000000000002,0.123,False,False,False
10005378,Rambert School,England,2022/23,London,0.015,0.004,False,False,False
10005378,Rambert School,England,2023/24,London,0.066,0.056,False,False,False
10005389,Ravensbourne University London,England,2015/16,London,0.146,0.016,False,False,False
10005389,Ravensbourne University London,England,2016/17,London,0.037000000000000005,0.004,False,False,False
10005389,Ravensbourne University London,England,2017/18,London,0.108,0.013,False,False,False
10005389,Ravensbourne University London,England,2018/19,London,0.102,0.041,False,False,False
10005389,Ravensbourne University London,England,2019/20,London,0.05,0.002,False,False,False
10005389,Ravensbourne University London,England,2020/21,London,0.112,-0.018000000000000002,False,False,False
10005389,Ravensbourne University London,England,2021/22,London,0.08199999999999999,-0.045,False,False,False
10005389,Ravensbourne University London,England,2022/23,London,0.183,0.002,False,False,False
10005389,Ravensbourne University London,England,2023/24,London,0.27,0.106,True,False,True
10005451,Arden University,England,2019/20,West Midlands,-0.064,-0.08,False,False,False
10005451,Arden University,England,2020/21,West Midlands,0.281,0.034,True,False,True
10005451,Arden University,England,2021/22,West Midlands,0.299,0.13699999999999998,True,False,True
10005451,Arden University,England,2022/23,West Midlands,0.2265,0.251,False,False,False
10005451,Arden University,England,2023/24,West Midlands,0.27,0.303,True,True,True
10005470,"Richmond, The American International University in London",England,2018/19,London,0.009000000000000001,0.004,False,False,False
10005470,"Richmond, The American International University in London",England,2019/20,London,-0.093,0.232,False,False,False
10005470,"Richmond, The American International University in London",England,2020/21,London,-0.625,-0.769,True,True,True
10005470,"Richmond, The American International University in London",England,2021/22,London,-0.5820000000000001,-0.769,True,True,True
10005470,"Richmond, The American International University in London",England,2022/23,London,-0.104,-0.665,False,True,True
10005470,"Richmond, The American International University in London",England,2023/24,London,-0.252,-0.35600000000000004,True,True,True
10005500,Robert Gordon University,Scotland,2015/16,Scotland,0.01,-0.086,False,False,False
10005500,Robert Gordon University,Scotland,2016/17,Scotland,0.057,-0.083,False,False,False
10005500,Robert Gordon University,Scotland,2017/18,Scotland,0.03,-0.135,False,False,False
10005500,Robert Gordon University,Scotland,2018/19,Scotland,0.045,-0.08900000000000001,False,False,False
10005500,Robert Gordon University,Scotland,2019/20,Scotland,0.06,-0.093,False,False,False
10005500,Robert Gordon University,Scotland,2020/21,Scotland,0.166,-0.025,False,False,False
10005500,Robert Gordon University,Scotland,2021/22,Scotland,0.199,-0.002,False,False,False
10005500,Robert Gordon University,Scotland,2022/23,Scotland,0.055,0.021,False,False,False
10005500,Robert Gordon University,Scotland,2023/24,Scotland,-0.058,-0.049,False,False,False
10005523,Rose Bruford College of Theatre and Performance,England,2015/16,London,0.018000000000000002,0.004,False,False,False
10005523,Rose Bruford College of Theatre and Performance,England,2016/17,London,0.01,-0.057,False,False,False
10005523,Rose Bruford College of Theatre and Performance,England,2017/18,London,0.058,-0.029,False,False,False
10005523,Rose Bruford College of Theatre and Performance,England,2018/19,London,0.109,0.001,False,False,False
10005523,Rose Bruford College of Theatre and Performance,England,2019/20,London,-0.005,0.04,False,False,False
10005523,Rose Bruford College of Theatre and Performance,England,2020/21,London,-0.03,-0.194,False,False,False
10005523,Rose Bruford College of Theatre and Performance,England,2021/22,London,0.012,-0.052000000000000005,False,False,False
10005523,Rose Bruford College of Theatre and Performance,England,2022/23,London,0.004,0.01,False,False,False
10005523,Rose Bruford College of Theatre and Performance,England,2023/24,London,-0.006,-0.04,False,False,False
10005544,Royal Academy of Dance,England,2018/19,London,0.022,0.012,False,False,False
10005544,Royal Academy of Dance,England,2019/20,London,-0.092,-0.16899999999999998,False,False,False
10005544,Royal Academy of Dance,England,2020/21,London,0.118,0.098,False,False,False
10005544,Royal Academy of Dance,England,2021/22,London,0.121,0.017,False,False,False
10005544,Royal Academy of Dance,England,2022/23,London,-0.065,-0.005,False,False,False
10005544,Royal Academy of Dance,England,2023/24,London,-0.013,-0.057,False,False,False
10005545,Royal Agricultural University,England,2015/16,South West,0.04,0.041,False,False,False
10005545,Royal Agricultural University,England,2016/17,South West,0.022,0.02,False,False,False
10005545,Royal Agricultural University,England,2017/18,South West,0.005,0.126,False,False,False
10005545,Royal Agricultural University,England,2018/19,South West,0.024,0.038,False,False,False
10005545,Royal Agricultural University,England,2019/20,South West,-0.026,-0.109,False,False,False
10005545,Royal Agricultural University,England,2020/21,South West,-0.192,-0.093,True,False,True
10005545,Royal Agricultural University,England,2021/22,South West,0.032,-0.013,False,False,False
10005545,Royal Agricultural University,England,2022/23,South West,0.053,-0.006,False,False,False
10005545,Royal Agricultural University,England,2023/24,South West,0.06,-0.035,False,False,False
10005553,Royal Holloway and Bedford New College,England,2015/16,South East,0.129,0.063,False,False,False
10005553,Royal Holloway and Bedford New College,England,2016/17,South East,0.142,0.034,False,False,False
10005553,Royal Holloway and Bedford New College,England,2017/18,South East,0.1,0.024,False,False,False
10005553,Royal Holloway and Bedford New College,England,2018/19,South East,0.121,-0.18600000000000005,False,False,False
10005553,Royal Holloway and Bedford New College,England,2019/20,South East,0.093,0.112,False,False,False
10005553,Royal Holloway and Bedford New College,England,2020/21,South East,0.17800000000000002,0.056,False,False,False
10005553,Royal Holloway and Bedford New College,England,2021/22,South East,0.111,-0.156,False,False,False
10005553,Royal Holloway and Bedford New College,England,2022/23,South East,0.1,0.02,False,False,False
10005553,Royal Holloway and Bedford New College,England,2023/24,South East,0.071,0.287,False,True,True
10005561,Royal Conservatoire of Scotland,Scotland,2015/16,Scotland,-0.012,-0.005,False,False,False
10005561,Royal Conservatoire of Scotland,Scotland,2016/17,Scotland,0.056,0.03,False,False,False
10005561,Royal Conservatoire of Scotland,Scotland,2017/18,Scotland,0.046,0.02,False,False,False
10005561,Royal Conservatoire of Scotland,Scotland,2018/19,Scotland,0.07400000000000001,0.022,False,False,False
10005561,Royal Conservatoire of Scotland,Scotland,2019/20,Scotland,0.041,0.006,False,False,False
10005561,Royal Conservatoire of Scotland,Scotland,2020/21,Scotland,0.1,0.009000000000000001,False,False,False
10005561,Royal Conservatoire of Scotland,Scotland,2021/22,Scotland,0.029,-0.064,False,False,False
10005561,Royal Conservatoire of Scotland,Scotland,2022/23,Scotland,-0.024,-0.004,False,False,False
10005561,Royal Conservatoire of Scotland,Scotland,2023/24,Scotland,-0.017,0.062,False,False,False
10005700,SRUC,Scotland,2015/16,Scotland,-0.024,0.068,False,False,False
10005700,SRUC,Scotland,2016/17,Scotland,0.081,0.037000000000000005,False,False,False
10005700,SRUC,Scotland,2017/18,Scotland,0.048,0.03,False,False,False
10005700,SRUC,Scotland,2018/19,Scotland,0.067,-0.004,False,False,False
10005700,SRUC,Scotland,2019/20,Scotland,-0.08,-0.04,False,False,False
10005700,SRUC,Scotland,2020/21,Scotland,0.092,-0.011,False,False,False
10005700,SRUC,Scotland,2021/22,Scotland,-0.006,-0.009000000000000001,False,False,False
10005700,SRUC,Scotland,2022/23,Scotland,-0.108,-0.068,False,False,False
10005700,SRUC,Scotland,2023/24,Scotland,-0.131,-0.118,False,False,False
10005790,Sheffield Hallam University,England,2015/16,Yorkshire and The Humber,0.096,0.012,False,False,False
10005790,Sheffield Hallam University,England,2016/17,Yorkshire and The Humber,0.101,-0.01,False,False,False
10005790,Sheffield Hallam University,England,2017/18,Yorkshire and The Humber,0.065,-0.047,False,False,False
10005790,Sheffield Hallam University,England,2018/19,Yorkshire and The Humber,0.069,-0.061,False,False,False
10005790,Sheffield Hallam University,England,2019/20,Yorkshire and The Humber,0.061,-0.029,False,False,False
10005790,Sheffield Hallam University,England,2020/21,Yorkshire and The Humber,0.13,-0.005,False,False,False
10005790,Sheffield Hallam University,England,2021/22,Yorkshire and The Humber,0.122,-0.048,False,False,False
10005790,Sheffield Hallam University,England,2022/23,Yorkshire and The Humber,0.038,-0.016,False,False,False
10005790,Sheffield Hallam University,England,2023/24,Yorkshire and The Humber,0.008,-0.05,False,False,False
10006022,Southampton Solent University,England,2015/16,South East,0.156,0.061,False,False,False
10006022,Southampton Solent University,England,2016/17,South East,0.133,0.043,False,False,False
10006022,Southampton Solent University,England,2017/18,South East,0.153,0.07,False,False,False
10006022,Southampton Solent University,England,2018/19,South East,0.109,0.011,False,False,False
10006022,Southampton Solent University,England,2019/20,South East,0.08,-0.042,False,False,False
10006022,Southampton Solent University,England,2020/21,South East,0.145,0.001,False,False,False
10006022,Southampton Solent University,England,2021/22,South East,0.109,-0.051,False,False,False
10006022,Southampton Solent University,England,2022/23,South East,0.1,-0.03,False,False,False
10006022,Southampton Solent University,England,2023/24,South East,0.033,-0.012,False,False,False
10006093,Spurgeon's College,England,2019/20,London,-0.341,-0.448,True,True,True
10006093,Spurgeon's College,England,2020/21,London,-0.189,-0.217,True,False,True
10006093,Spurgeon's College,England,2021/22,London,-0.846,-0.929,True,True,True
10006093,Spurgeon's College,England,2022/23,London,-1.789,-1.658,True,True,True
10006093,Spurgeon's College,England,2023/24,London,-0.653,-2.013,True,True,True
10006299,University of Staffordshire,England,2015/16,West Midlands,0.113,0.014,False,False,False
10006299,University of Staffordshire,England,2016/17,West Midlands,0.08,0.071,False,False,False
10006299,University of Staffordshire,England,2017/18,West Midlands,0.131,-0.075,False,False,False
10006299,University of Staffordshire,England,2018/19,West Midlands,0.146,0.085,False,False,False
10006299,University of Staffordshire,England,2019/20,West Midlands,0.154,0.045,False,False,False
10006299,University of Staffordshire,England,2020/21,West Midlands,0.189,0.057,False,False,False
10006299,University of Staffordshire,England,2021/22,West Midlands,0.165,0.079,False,False,False
10006299,University of Staffordshire,England,2022/23,West Midlands,0.098,0.09,False,False,False
10006299,University of Staffordshire,England,2023/24,West Midlands,0.063,0.044,False,False,False
10006427,University for the Creative Arts,England,2015/16,South East,0.073,0.012,False,False,False
10006427,University for the Creative Arts,England,2016/17,South East,0.099,0.006999999999999999,False,False,False
10006427,University for the Creative Arts,England,2017/18,South East,0.094,-0.008,False,False,False
10006427,University for the Creative Arts,England,2018/19,South East,0.107,-0.004,False,False,False
10006427,University for the Creative Arts,England,2019/20,South East,0.114,0.027000000000000003,False,False,False
10006427,University for the Creative Arts,England,2020/21,South East,0.16899999999999998,-0.017,False,False,False
10006427,University for the Creative Arts,England,2021/22,South East,0.21600000000000005,0.025,False,False,False
10006427,University for the Creative Arts,England,2022/23,South East,0.093,-0.015,False,False,False
10006427,University for the Creative Arts,England,2023/24,South East,-0.03,0.013,False,False,False
10006566,The University of West London,England,2015/16,London,0.085,0.108,False,False,False
10006566,The University of West London,England,2016/17,London,0.098,0.096,False,False,False
10006566,The University of West London,England,2017/18,London,0.14800000000000002,0.078,False,False,False
10006566,The University of West London,England,2018/19,London,0.225,0.08199999999999999,False,False,False
10006566,The University of West London,England,2019/20,London,0.17600000000000002,0.085,False,False,False
10006566,The University of West London,England,2020/21,London,0.188,0.152,False,False,False
10006566,The University of West London,England,2021/22,London,0.225,0.095,False,False,False
10006566,The University of West London,England,2022/23,London,0.079,0.08800000000000001,False,False,False
10006566,The University of West London,England,2023/24,London,0.054000000000000006,0.07200000000000001,False,False,False
10006840,The University of Birmingham,England,2015/16,West Midlands,0.134,0.13,False,False,False
10006840,The University of Birmingham,England,2016/17,West Midlands,0.147,0.059,False,False,False
10006840,The University of Birmingham,England,2017/18,West Midlands,0.111,0.015,False,False,False
10006840,The University of Birmingham,England,2018/19,West Midlands,0.108,-0.166,False,False,False
10006840,The University of Birmingham,England,2019/20,West Midlands,0.097,0.091,False,False,False
10006840,The University of Birmingham,England,2020/21,West Midlands,0.125,0.042,False,False,False
10006840,The University of Birmingham,England,2021/22,West Midlands,0.113,-0.174,False,False,False
10006840,The University of Birmingham,England,2022/23,West Midlands,0.026,0.041,False,False,False
10006840,The University of Birmingham,England,2023/24,West Midlands,0.025,0.213,False,False,False
10006841,University of Greater Manchester,England,2015/16,North West,0.043,0.019,False,False,False
10006841,University of Greater Manchester,England,2016/17,North West,0.059,-0.017,False,False,False
10006841,University of Greater Manchester,England,2017/18,North West,0.046,-0.02,False,False,False
10006841,University of Greater Manchester,England,2018/19,North West,0.06,-0.015,False,False,False
10006841,University of Greater Manchester,England,2019/20,North West,0.022,-0.07,False,False,False
10006841,University of Greater Manchester,England,2020/21,North West,0.173,0.008,False,False,False
10006841,University of Greater Manchester,England,2021/22,North West,0.181,-0.018000000000000002,False,False,False
10006841,University of Greater Manchester,England,2022/23,North West,0.034,-0.006,False,False,False
10006841,University of Greater Manchester,England,2023/24,North West,-0.05,-0.029,False,False,False
10006842,The University of Liverpool,England,2015/16,North West,0.139,0.048,False,False,False
10006842,The University of Liverpool,England,2016/17,North West,0.08800000000000001,0.084,False,False,False
10006842,The University of Liverpool,England,2017/18,North West,0.121,0.048,False,False,False
10006842,The University of Liverpool,England,2018/19,North West,0.07,-0.117,False,False,False
10006842,The University of Liverpool,England,2019/20,North West,0.093,0.094,False,False,False
10006842,The University of Liverpool,England,2020/21,North West,0.162,0.043,False,False,False
10006842,The University of Liverpool,England,2021/22,North West,0.07,-0.23,False,False,False
10006842,The University of Liverpool,England,2022/23,North West,0.073,0.015,False,False,False
10006842,The University of Liverpool,England,2023/24,North West,0.017,0.264,False,True,True
10007114,University of the Highlands and Islands,Scotland,2015/16,Scotland,0.053,0.016,False,False,False
10007114,University of the Highlands and Islands,Scotland,2016/17,Scotland,0.248,-0.005,False,False,False
10007114,University of the Highlands and Islands,Scotland,2017/18,Scotland,0.238,-0.031,False,False,False
10007114,University of the Highlands and Islands,Scotland,2018/19,Scotland,0.068,-0.011,False,False,False
10007114,University of the Highlands and Islands,Scotland,2019/20,Scotland,0.021,-0.001,False,False,False
10007114,University of the Highlands and Islands,Scotland,2020/21,Scotland,0.181,-0.027000000000000003,False,False,False
10007114,University of the Highlands and Islands,Scotland,2021/22,Scotland,0.051,-0.07,False,False,False
10007114,University of the Highlands and Islands,Scotland,2022/23,Scotland,-0.046,0.005,False,False,False
10007114,University of the Highlands and Islands,Scotland,2023/24,Scotland,-0.031,0.047,False,False,False
10007137,The University of Chichester,England,2015/16,South East,0.1,0.023,False,False,False
10007137,The University of Chichester,England,2016/17,South East,0.111,0.017,False,False,False
10007137,The University of Chichester,England,2017/18,South East,0.09,-0.046,False,False,False
10007137,The University of Chichester,England,2018/19,South East,0.08900000000000001,-0.069,False,False,False
10007137,The University of Chichester,England,2019/20,South East,0.123,-0.034,False,False,False
10007137,The University of Chichester,England,2020/21,South East,0.159,0.001,False,False,False
10007137,The University of Chichester,England,2021/22,South East,0.161,-0.012,False,False,False
10007137,The University of Chichester,England,2022/23,South East,0.103,0.001,False,False,False
10007137,The University of Chichester,England,2023/24,South East,0.168,0.051,False,False,False
10007138,The University of Northampton,England,2015/16,East Midlands,0.191,0.048,False,False,False
10007138,The University of Northampton,England,2016/17,East Midlands,0.162,0.056,False,False,False
10007138,The University of Northampton,England,2017/18,East Midlands,0.086,-0.05,False,False,False
10007138,The University of Northampton,England,2018/19,East Midlands,0.038,-0.131,False,False,False
10007138,The University of Northampton,England,2019/20,East Midlands,0.073,-0.12,False,False,False
10007138,The University of Northampton,England,2020/21,East Midlands,0.177,-0.032,False,False,False
10007138,The University of Northampton,England,2021/22,East Midlands,0.212,-0.121,False,False,False
10007138,The University of Northampton,England,2022/23,East Midlands,0.13,0.008,False,False,False
10007138,The University of Northampton,England,2023/24,East Midlands,0.033,0.024,False,False,False
10007139,University of Worcester,England,2015/16,West Midlands,0.154,0.079,False,False,False
10007139,University of Worcester,England,2016/17,West Midlands,0.159,0.05,False,False,False
10007139,University of Worcester,England,2017/18,West Midlands,0.151,0.046,False,False,False
10007139,University of Worcester,England,2018/19,West Midlands,0.106,0.003,False,False,False
10007139,University of Worcester,England,2019/20,West Midlands,0.127,0.016,False,False,False
10007139,University of Worcester,England,2020/21,West Midlands,0.125,-0.003,False,False,False
10007139,University of Worcester,England,2021/22,West Midlands,0.149,-0.046,False,False,False
10007139,University of Worcester,England,2022/23,West Midlands,0.032,-0.033,False,False,False
10007139,University of Worcester,England,2023/24,West Midlands,0.06,-0.022,False,False,False
10007140,Birmingham City University,England,2015/16,West Midlands,0.161,0.08800000000000001,False,False,False
10007140,Birmingham City University,England,2016/17,West Midlands,0.156,0.038,False,False,False
10007140,Birmingham City University,England,2017/18,West Midlands,0.13699999999999998,0.061,False,False,False
10007140,Birmingham City University,England,2018/19,West Midlands,0.153,0.041,False,False,False
10007140,Birmingham City University,England,2019/20,West Midlands,0.098,0.019,False,False,False
10007140,Birmingham City University,England,2020/21,West Midlands,0.16899999999999998,0.014,False,False,False
10007140,Birmingham City University,England,2021/22,West Midlands,0.179,0.014,False,False,False
10007140,Birmingham City University,England,2022/23,West Midlands,0.21600000000000005,0.061,False,False,False
10007140,Birmingham City University,England,2023/24,West Midlands,0.065,0.039,False,False,False
10007141,University of Lancashire,England,2015/16,North West,0.124,0.052000000000000005,False,False,False
10007141,University of Lancashire,England,2016/17,North West,0.087,0.049,False,False,False
10007141,University of Lancashire,England,2017/18,North West,0.048,-0.006,False,False,False
10007141,University of Lancashire,England,2018/19,North West,-0.03,-0.064,False,False,False
10007141,University of Lancashire,England,2019/20,North West,0.063,-0.036000000000000004,False,False,False
10007141,University of Lancashire,England,2020/21,North West,0.16899999999999998,0.033,False,False,False
10007141,University of Lancashire,England,2021/22,North West,0.132,0.003,False,False,False
10007141,University of Lancashire,England,2022/23,North West,0.01,-0.017,False,False,False
10007141,University of Lancashire,England,2023/24,North West,-0.009000000000000001,-0.011,False,False,False
10007143,University of Durham,England,2015/16,North East,0.118,0.016,False,False,False
10007143,University of Durham,England,2016/17,North East,0.13,0.092,False,False,False
10007143,University of Durham,England,2017/18,North East,0.109,0.062,False,False,False
10007143,University of Durham,England,2018/19,North East,0.251,-0.187,False,False,False
10007143,University of Durham,England,2019/20,North East,0.14,0.197,False,False,False
10007143,University of Durham,England,2020/21,North East,0.141,0.05,False,False,False
10007143,University of Durham,England,2021/22,North East,0.158,-0.13699999999999998,False,False,False
10007143,University of Durham,England,2022/23,North East,0.08199999999999999,-0.01,False,False,False
10007143,University of Durham,England,2023/24,North East,0.054000000000000006,0.234,False,False,False
10007144,The University of East London,England,2015/16,London,-0.017,-0.045,False,False,False
10007144,The University of East London,England,2016/17,London,-0.013,-0.081,False,False,False
10007144,The University of East London,England,2017/18,London,0.078,-0.004,False,False,False
10007144,The University of East London,England,2018/19,London,0.135,0.012,False,False,False
10007144,The University of East London,England,2019/20,London,0.166,-0.445,False,True,True
10007144,The University of East London,England,2020/21,London,0.17600000000000002,0.105,False,False,False
10007144,The University of East London,England,2021/22,London,0.34,0.053,True,False,True
10007144,The University of East London,England,2022/23,London,0.075,0.034,False,False,False
10007144,The University of East London,England,2023/24,London,-0.052000000000000005,0.029,False,False,False
10007145,University of Gloucestershire,England,2015/16,South West,0.084,0.009000000000000001,False,False,False
10007145,University of Gloucestershire,England,2016/17,South West,0.162,0.048,False,False,False
10007145,University of Gloucestershire,England,2017/18,South West,0.08900000000000001,0.033,False,False,False
10007145,University of Gloucestershire,England,2018/19,South West,0.077,0.032,False,False,False
10007145,University of Gloucestershire,England,2019/20,South West,0.109,-0.024,False,False,False
10007145,University of Gloucestershire,England,2020/21,South West,0.12,-0.001,False,False,False
10007145,University of Gloucestershire,England,2021/22,South West,0.114,-0.092,False,False,False
10007145,University of Gloucestershire,England,2022/23,South West,0.095,-0.009000000000000001,False,False,False
10007145,University of Gloucestershire,England,2023/24,South West,0.134,0.022,False,False,False
10007146,The University of Greenwich,England,2015/16,London,0.135,0.034,False,False,False
10007146,The University of Greenwich,England,2016/17,London,0.087,0.02,False,False,False
10007146,The University of Greenwich,England,2017/18,London,0.115,0.016,False,False,False
10007146,The University of Greenwich,England,2018/19,London,0.116,0.045,False,False,False
10007146,The University of Greenwich,England,2019/20,London,0.104,0.031,False,False,False
10007146,The University of Greenwich,England,2020/21,London,0.189,0.04,False,False,False
10007146,The University of Greenwich,England,2021/22,London,0.199,0.052000000000000005,False,False,False
10007146,The University of Greenwich,England,2022/23,London,0.128,0.036000000000000004,False,False,False
10007146,The University of Greenwich,England,2023/24,London,0.098,0.08199999999999999,False,False,False
10007147,University of Hertfordshire,England,2015/16,East of England,0.119,0.076,False,False,False
10007147,University of Hertfordshire,England,2016/17,East of England,0.14,0.047,False,False,False
10007147,University of Hertfordshire,England,2017/18,East of England,0.07200000000000001,0.009000000000000001,False,False,False
10007147,University of Hertfordshire,England,2018/19,East of England,0.092,0.014,False,False,False
10007147,University of Hertfordshire,England,2019/20,East of England,0.069,-0.026,False,False,False
10007147,University of Hertfordshire,England,2020/21,East of England,0.162,0.01,False,False,False
10007147,University of Hertfordshire,England,2021/22,East of England,0.161,0.021,False,False,False
10007147,University of Hertfordshire,England,2022/23,East of England,0.134,0.052000000000000005,False,False,False
10007147,University of Hertfordshire,England,2023/24,East of England,0.046,0.047,False,False,False
10007148,The University of Huddersfield,England,2015/16,Yorkshire and The Humber,0.15,0.146,False,False,False
10007148,The University of Huddersfield,England,2016/17,Yorkshire and The Humber,0.174,0.084,False,False,False
10007148,The University of Huddersfield,England,2017/18,Yorkshire and The Humber,0.127,0.079,False,False,False
10007148,The University of Huddersfield,England,2018/19,Yorkshire and The Humber,0.108,0.003,False,False,False
10007148,The University of Huddersfield,England,2019/20,Yorkshire and The Humber,0.08199999999999999,0.005,False,False,False
10007148,The University of Huddersfield,England,2020/21,Yorkshire and The Humber,0.196,0.026,False,False,False
10007148,The University of Huddersfield,England,2021/22,Yorkshire and The Humber,0.128,-0.05,False,False,False
10007148,The University of Huddersfield,England,2022/23,Yorkshire and The Humber,0.102,-0.039,False,False,False
10007148,The University of Huddersfield,England,2023/24,Yorkshire and The Humber,0.041,-0.015,False,False,False
10007149,The University of Hull,England,2015/16,Yorkshire and The Humber,0.09,0.04,False,False,False
